Prompt,Negative Prompt,Guidance Scale,Seed,Banner Background,timestamp
"Create a banner ad for 'Gears Ltd.' They make gears. Use blue for background color, and steel for the gears","text, words, logo, watermarks, signatures",7.5,691,,2026-04-02 22:35:32.486195
